-4.703e-05,-4.703e-05,-4.703e-05,-4.703e-05,-4.703e-05,-4.703e-05,-4.703e-05,-4.703e-05,1.316e+00,1.708e+00,2.065e+00,1.009e+00,3.929e-01,-4.211e-02,-1.197e-01,-6.613e-02,1.167e-01,3.181e-01,5.504e-01,6.923e-01,7.337e-01,5.320e-01,5.815e-01,5.210e-01,2.673e-01,4.281e-01,-4.703e-05,1.316e+00,3.434e+00,3.044e+00,2.398e+00,-4.703e-05
-4.703e-05,-4.703e-05,-4.703e-05,-4.703e-05,-4.703e-05,-4.703e-05,-4.703e-05,1.865e+00,1.900e+00,1.210e+00,6.601e-01,3.801e-01,1.531e-01,8.507e-02,4.483e-02,1.440e-02,3.840e-02,1.251e-01,2.264e-01,3.778e-01,5.568e-01,7.143e-01,6.527e-01,7.426e-01,6.919e-01,4.768e-01,9.051e-02,1.518e-01,2.795e-01,3.434e+00,3.044e+00,-4.703e-05
-4.703e-05,-4.703e-05,-4.703e-05,-4.703e-05,-4.703e-05,-4.703e-05,3.044e+00,1.729e+00,1.015e+00,5.625e-01,4.332e-01,1.964e-01,1.366e-01,8.966e-02,6.135e-02,2.145e-02,-1.267e-02,-1.692e-02,5.281e-02,1.900e-01,3.724e-01,4.745e-01,6.101e-01,7.586e-01,7.403e-01,5.648e-01,2.868e-01,-1.244e-01,-3.309e-01,6.690e-01,3.434e+00,2.398e+00
-4.703e-05,-4.703e-05,-4.703e-05,-4.703e-05,-4.703e-05,3.434e+00,1.764e+00,7.276e-01,6.068e-01,3.866e-01,2.757e-01,1.268e-01,7.435e-02,2.127e-02,-4.274e-03,-3.337e-02,-5.365e-02,-5.365e-02,-4.153e-02,4.808e-02,1.548e-01,3.655e-01,5.723e-01,6.095e-01,6.516e-01,5.352e-01,1.867e-01,-2.498e-01,-3.973e-01,-4.703e-05,-4.703e-05,-4.703e-05
-4.703e-05,-4.703e-05,-4.703e-05,-4.703e-05,2.398e+00,4.615e+00,6.903e-01,3.240e-01,3.646e-01,2.159e-01,1.291e-01,8.808e-02,2.992e-02,-4.256e-03,-4.703e-05,-4.703e-05,-1.706e-02,-2.568e-02,-3.891e-02,-2.221e-02,5.602e-02,1.691e-01,3.485e-01,4.360e-01,4.089e-01,2.596e-01,-2.895e-02,-9.316e-01,-7.973e-01,-2.796e-01,-4.703e-05,-4.703e-05
-4.703e-05,-4.703e-05,-4.703e-05,-4.703e-05,2.398e+00,6.860e-01,2.107e-01,1.016e-01,1.443e-01,1.032e-01,7.996e-02,3.005e-02,2.614e-02,1.072e-01,1.640e-01,1.647e-01,1.157e-01,2.779e-02,-9.321e-02,-1.466e-01,-1.984e-01,-1.812e-01,-1.053e-01,-5.716e-02,-7.330e-02,-4.491e-01,-8.770e-01,-1.090e+00,-1.181e+00,-1.316e+00,-3.045e+00,-4.703e-05
-4.703e-05,-4.703e-05,-4.703e-05,-4.703e-05,3.714e+00,1.331e+00,1.074e-01,-1.685e-01,-7.584e-02,1.927e-02,8.683e-03,1.313e-02,1.183e-01,2.414e-01,2.370e-01,2.152e-01,6.384e-02,-1.347e-01,-4.325e-01,-5.782e-01,-7.869e-01,-8.029e-01,-8.770e-01,-8.922e-01,-8.256e-01,-1.002e+00,-1.458e+00,-1.590e+00,-2.312e+00,-3.434e+00,-4.703e-05,-4.703e-05
-4.703e-05,-4.703e-05,-4.703e-05,-4.703e-05,3.714e+00,6.893e-01,-1.176e-01,-2.266e-01,-9.373e-02,4.657e-03,-1.323e-02,9.023e-02,1.864e-01,1.862e-01,5.455e-02,-4.379e-02,-3.523e-01,-8.019e-01,-1.105e+00,-1.560e+00,-1.857e+00,-2.039e+00,-1.881e+00,-1.807e+00,-2.106e+00,-2.304e+00,-2.305e+00,-2.954e+00,-4.615e+00,-3.434e+00,-4.703e-05,-4.703e-05
-4.703e-05,-4.703e-05,-4.703e-05,-4.703e-05,1.466e+00,4.421e-02,-2.455e-01,-1.414e-01,-1.202e-01,-1.371e-02,3.154e-02,1.085e-01,6.986e-02,1.052e-02,-1.791e-01,-2.407e-01,-5.583e-01,-1.506e+00,-2.014e+00,-2.741e+00,-2.825e+00,-2.775e+00,-2.892e+00,-2.825e+00,-2.924e+00,-3.187e+00,-5.943e+00,-5.252e+00,-4.263e+00,-3.714e+00,-4.703e-05,-4.703e-05
-4.703e-05,-4.703e-05,-4.703e-05,2.398e+00,1.751e+00,1.129e-01,-2.030e-01,-1.326e-01,-7.879e-02,-3.122e-02,1.838e-02,8.082e-02,5.316e-02,5.515e-02,-1.540e-01,-3.178e-01,-8.649e-01,-1.597e+00,-2.025e+00,-2.490e+00,-3.049e+00,-3.639e+00,-4.019e+00,-3.655e+00,-3.760e+00,-6.621e+00,-5.969e+00,-5.142e+00,-4.263e+00,-4.703e-05,-4.703e-05,-4.703e-05
